#node time(s) x y

0 0.0 250.58535413861802 84.16756073929557
1 0.0 260.59463922191725 84.28704806515324
2 0.0 207.3383619789756 95.94410873576646
3 0.0 252.61609455095476 88.69703164123376
4 0.0 244.5757989292618 212.20750406790927
5 0.0 261.68295731181877 302.6908421196406
6 0.0 293.05454071934315 197.57088510859347
7 0.0 234.7732365931746 198.30708578629788
8 0.0 115.72397080208745 249.97660550854005
9 0.0 244.5305934660086 232.7797962212432
10 0.0 250.76615949235054 91.47584610147771
11 0.0 248.8408425274744 90.84532571186575
12 0.0 245.68412577660288 96.72600552824245
13 0.0 199.51717899858178 130.03568692509606
14 0.0 83.96683255427118 229.2619933837193
15 0.0 225.5620882660087 207.80538236266688
16 0.0 221.9633705180867 202.565602546059
17 0.0 220.40955563662428 210.12089872316534
18 0.0 224.02845111436926 204.2952522724833
19 0.0 226.65071292478757 201.71770267907578
20 0.0 224.72789171291572 201.64744174236245
21 0.0 229.46077207133345 208.71328846469083
22 0.0 224.95302198698764 210.92457271805003
23 0.0 77.10456252359386 63.2311983044592
24 0.0 244.56904993858723 247.12738542006164
25 0.0 81.49974446941484 61.20523245987101
26 0.0 78.51340490304987 58.83704650587141
27 0.0 29.187311866537588 57.508493766504685
28 0.0 74.46248912555862 60.51946028631594
29 0.0 303.040141543346 43.68919653367478
2 0.5 207.80175068349868 95.79976221658067
3 0.5 251.83603447667218 88.19754989882412
4 0.5 244.04890090123126 210.0185450455709
5 0.5 261.7021765660675 302.6084917580992
6 0.5 293.71699710364567 195.30436320421825
7 0.5 234.2989026863917 196.0636471387863
8 0.5 115.79765179168538 249.88268569053403
9 0.5 244.18018292227313 231.27243590010391
11 0.5 248.68718074456478 91.00706253586594
12 0.5 245.61927564669242 96.75544937340693
13 0.5 199.6835051034076 129.8997088441656
14 0.5 83.95303354846028 229.25836131574678
15 0.5 225.5899597565266 207.74229088858948
16 0.5 221.5634234085729 202.9379996632869
18 0.5 223.78174027011033 205.96433976303558
23 0.5 79.39516564216322 63.62574741075431
24 0.5 244.50073594913445 247.09457949761844
25 0.5 83.71129208802964 61.61367224064151
26 0.5 80.79794643112123 59.28969582455555
27 0.5 32.03505382485113 58.001250123469106
28 0.5 76.77193983963238 60.91455946924992
2 1.0 208.26513938802174 95.65541569739489
4 1.0 243.52200287320073 207.82958602323254
5 1.0 261.7213958203162 302.5261413965578
6 1.0 294.3794534879481 193.037841299843
7 1.0 233.82456877960882 193.82020849127474
8 1.0 115.87133278128329 249.788765872528
9 1.0 243.82977237853763 229.76507557896468
11 1.0 248.53351896165515 91.16879935986614
12 1.0 245.55442551678192 96.78489321857141
13 1.0 199.84983120823344 129.76373076323515
14 1.0 83.9392345426494 229.25472924777432
15 1.0 225.61783124704453 207.67919941451206
18 1.0 223.53502942585138 207.63342725358783
23 1.0 81.68576876073259 64.02029651704942
24 1.0 244.43242195968162 247.06177357517518
25 1.0 85.92283970664444 62.02211202141201
26 1.0 83.08248795919256 59.74234514323968
27 1.0 34.88279578316469 58.494006480433534
28 1.0 79.08139055370616 61.3096586521839
29 1.0 302.95118249262055 43.69557774805906
2 1.5 208.72852809254482 95.5110691782091
3 1.5 251.8546909557242 87.19660688666696
4 1.5 242.9951048451702 205.6406270008942
5 1.5 261.74061507456497 302.44379103501643
