#node time(s) x y

0 0.0 6.240014673383567 198.1980434576175
1 0.0 13.769394253000996 197.29163906818854
2 0.0 10.41620148880713 195.6892843840436
3 0.0 15.484960166843223 203.497414540068
4 0.0 11.712062876111185 198.7608481103415
5 0.0 11.145463609965377 201.1162217253348
6 0.0 11.607654194341192 200.18678712827153
7 0.0 284.67256031683445 20.626943065102566
8 0.0 231.9900563185573 44.51964418088796
9 0.0 290.73576740782244 16.64345406688502
10 0.0 286.26645581662854 17.57462898132088
11 0.0 160.55271606480375 178.70833853145746
12 0.0 194.5191706711873 211.03748168321818
13 0.0 212.24381316741605 223.435066203942
14 0.0 148.0483104103148 170.37012524466644
0 0.5 5.9567811771321075 198.6831455268952
1 0.5 12.225755621461122 198.67380725574628
6 0.5 11.710760619050788 200.19183179019743
7 0.5 286.1511780675765 19.891127776296237
8 0.5 232.94828811292456 44.0583198979621
9 0.5 290.34223871624346 18.061880936883767
10 0.5 287.15234718994986 17.650955303782148
11 0.5 161.22363129634093 179.29076496186528
12 0.5 195.45149993697834 211.87548892027561
13 0.5 213.34579770318896 224.3731816021271
14 0.5 148.80673481384738 171.02660494885308
1 1.0 10.579070461142557 200.14824291511124
6 1.0 11.813867043760384 200.19687645212332
7 1.0 287.62979581831854 19.155312487489912
8 1.0 233.9065199072918 43.59699561503624
9 1.0 289.9487100246644 19.480307806882514
11 1.0 161.89454652787805 179.87319139227304
12 1.0 196.3838292027694 212.71349615733305
13 1.0 214.44778223896185 225.3112970003122
14 1.0 149.56515921738003 171.68308465303969
1 1.5 8.932385300823995 201.6226785744762
6 1.5 11.91697346846998 200.20192111404924
7 1.5 289.1084135690606 18.419497198683587
8 1.5 234.86475170165906 43.13567133211038
9 1.5 289.5551813330854 20.89873467688126
11 1.5 162.56546175941526 180.45561782268086
12 1.5 197.31615846856042 213.55150339439052
13 1.5 215.54976677473474 226.24941239849733
14 1.5 150.32358362091264 172.33956435722635
1 2.0 8.637325263503936 201.88687421500416
6 2.0 12.020079893179577 200.20696577597514
